velocity, maxwell_300, maxwell_600, maxwell_1500
velocity, Maxwell distribution for 300 m/s velocity, Maxwell distribution for 600 m/s velocity, Maxwell distribution for 1500 m/s velocity
m/s, units? , units?, units?
294, 0.00182741430469, 0.000853472366644, 0.000255163125876
296, 0.00183833588863, 0.00086184222432, 0.000258253664089
298, 0.00184905860844, 0.000870192280481, 0.000261355075838
300, 0.00185958050378, 0.00087852145192, 0.000264467180709
302, 0.00186989968207, 0.0008868286614, 0.000267589797826
304, 0.00188001431868, 0.000895112837822, 0.000270722745866
306, 0.00188992265709, 0.000903372916381, 0.000273865843071
308, 0.00189962300902, 0.000911607838724, 0.000277018907259
310, 0.00190911375453, 0.000919816553112, 0.000280181755843
312, 0.00191839334209, 0.000927998014568, 0.000283354205836
314, 0.00192746028866, 0.000936151185036, 0.000286536073871
316, 0.00193631317968, 0.000944275033528, 0.000289727176209
318, 0.00194495066907, 0.000952368536275, 0.000292927328755
320, 0.00195337147925, 0.000960430676876, 0.00029613634707
322, 0.00196157440103, 0.00096846044644, 0.000299354046384
324, 0.00196955829354, 0.000976456843732, 0.000302580241609
326, 0.00197732208417, 0.000984418875313, 0.000305814747351
328, 0.00198486476839, 0.000992345555681, 0.000309057377927
330, 0.00199218540962, 0.00100023590741, 0.000312307947373
332, 0.00199928313905, 0.00100808896127, 0.000315566269458
334, 0.00200615715546, 0.0010159037564, 0.000318832157702
336, 0.00201280672494, 0.00102367934038, 0.000322105425383
338, 0.00201923118069, 0.00103141476942, 0.000325385885552
340, 0.00202542992272, 0.00103910910843, 0.000328673351048
342, 0.00203140241759, 0.00104676143121, 0.000331967634508
344, 0.00203714819802, 0.00105437082051, 0.000335268548383
346, 0.00204266686264, 0.00106193636819, 0.000338575904948
348, 0.00204795807557, 0.00106945717531, 0.000341889516318
350, 0.00205302156603, 0.00107693235228, 0.000345209194458
352, 0.00205785712796, 0.00108436101894, 0.000348534751198
354, 0.0020624646196, 0.00109174230469, 0.000351865998247
356, 0.00206684396301, 0.00109907534861, 0.000355202747204
358, 0.00207099514363, 0.00110635929952, 0.000358544809569
360, 0.00207491820977, 0.00111359331616, 0.000361891996762
362, 0.00207861327212, 0.0011207765672, 0.00036524412013
364, 0.00208208050323, 0.00112790823144, 0.000368600990964
366, 0.00208532013692, 0.00113498749781, 0.000371962420508
368, 0.00208833246778, 0.00114201356555, 0.000375328219976
370, 0.00209111785055, 0.00114898564423, 0.000378698200564
372, 0.00209367669951, 0.00115590295391, 0.000382072173457
374, 0.00209600948791, 0.00116276472517, 0.000385449949853
376, 0.00209811674727, 0.00116957019922, 0.000388831340964
378, 0.00209999906681, 0.00117631862799, 0.000392216158038
380, 0.00210165709271, 0.00118300927421, 0.000395604212366
382, 0.00210309152748, 0.00118964141147, 0.000398995315297
384, 0.00210430312924, 0.00119621432431, 0.000402389278251
386, 0.00210529271102, 0.0012027273083, 0.00040578591273
388, 0.00210606114002, 0.0012091796701, 0.000409185030332
390, 0.0021066093369, 0.00121557072752, 0.000412586442766
392, 0.00210693827498, 0.00122189980962, 0.000415989961857
394, 0.00210704897954, 0.00122816625673, 0.000419395399567
396, 0.00210694252699, 0.00123436942056, 0.000422802568004
398, 0.0021066200441, 0.00124050866421, 0.000426211279432
400, 0.0021060827072, 0.00124658336227, 0.000429621346289
402, 0.00210533174137, 0.00125259290084, 0.000433032581193
404, 0.00210436841961, 0.00125853667761, 0.000436444796962
406, 0.00210319406201, 0.00126441410187, 0.000439857806618
408, 0.00210181003492, 0.00127022459462, 0.000443271423404
410, 0.00210021775007, 0.00127596758856, 0.000446685460799
412, 0.00209841866374, 0.00128164252813, 0.000450099732523
414, 0.00209641427588, 0.0012872488696, 0.000453514052555
416, 0.00209420612922, 0.00129278608107, 0.000456928235141
418, 0.00209179580841, 0.0012982536425, 0.000460342094812
420, 0.00208918493911, 0.00130365104575, 0.000463755446389
422, 0.00208637518709, 0.00130897779464, 0.000467168104999
424, 0.00208336825735, 0.00131423340494, 0.000470579886087
426, 0.00208016589318, 0.00131941740439, 0.000473990605426
428, 0.00207676987527, 0.00132452933275, 0.000477400079132
430, 0.00207318202078, 0.00132956874182, 0.000480808123672
432, 0.0020694041824, 0.00133453519545, 0.000484214555879
434, 0.00206543824744, 0.00133942826953, 0.000487619192959
436, 0.00206128613692, 0.00134424755204, 0.00049102185251
438, 0.00205694980458, 0.00134899264307, 0.000494422352528
440, 0.00205243123599, 0.00135366315477, 0.000497820511419
442, 0.00204773244757, 0.00135825871142, 0.000501216148013
444, 0.00204285548572, 0.00136277894939, 0.000504609081573
446, 0.00203780242576, 0.00136722351717, 0.000507999131808
448, 0.00203257537113, 0.00137159207536, 0.000511386118884
450, 0.0020271764523, 0.00137588429665, 0.000514769863433
452, 0.00202160782594, 0.00138009986585, 0.00051815018657
454, 0.00201587167392, 0.00138423847985, 0.000521526909895
456, 0.00200997020238, 0.00138829984763, 0.000524899855515
458, 0.00200390564076, 0.00139228369023, 0.000528268846044
460, 0.00199768024092, 0.00139618974076, 0.000531633704625
462, 0.00199129627613, 0.00140001774437, 0.000534994254931
464, 0.00198475604019, 0.00140376745822, 0.000538350321181
466, 0.00197806184645, 0.00140743865149, 0.000541701728151
468, 0.00197121602692, 0.00141103110532, 0.000545048301182
470, 0.00196422093129, 0.00141454461281, 0.000548389866195
472, 0.00195707892605, 0.001417978979, 0.000551726249695
474, 0.00194979239356, 0.00142133402081, 0.000555057278788
476, 0.00194236373112, 0.00142460956704, 0.000558382781187
478, 0.00193479535004, 0.00142780545831, 0.000561702585226
480, 0.00192708967479, 0.00143092154705, 0.000565016519868
482, 0.00191924914204, 0.00143395769744, 0.000568324414712
484, 0.00191127619979, 0.00143691378539, 0.000571626100013
486, 0.00190317330647, 0.00143978969849, 0.00057492140668
488, 0.00189494293008, 0.00144258533595, 0.000578210166294
490, 0.00188658754726, 0.00144530060858, 0.000581492211118
492, 0.00187810964249, 0.00144793543876, 0.000584767374101
494, 0.00186951170715, 0.00145048976032, 0.000588035488893
496, 0.00186079623871, 0.00145296351856, 0.000591296389853
498, 0.0018519657399, 0.00145535667016, 0.000594549912059
500, 0.00184302271779, 0.00145766918316, 0.000597795891317
502, 0.00183396968304, 0.00145990103684, 0.000601034164171
504, 0.00182480914903, 0.00146205222173, 0.00060426456791
506, 0.00181554363106, 0.00146412273952, 0.000607486940583
508, 0.00180617564553, 0.00146611260299, 0.000610701121002
510, 0.00179670770916, 0.00146802183596, 0.000613906948755
512, 0.00178714233818, 0.00146985047321, 0.000617104264214
514, 0.00177748204757, 0.00147159856044, 0.000620292908543
516, 0.00176772935028, 0.00147326615418, 0.000623472723708
518, 0.00175788675647, 0.00147485332172, 0.000626643552488
520, 0.00174795677276, 0.00147636014105, 0.000629805238477
522, 0.00173794190151, 0.00147778670078, 0.000632957626101
524, 0.00172784464005, 0.00147913310005, 0.00063610056062
526, 0.00171766748002, 0.00148039944849, 0.000639233888142
528, 0.00170741290662, 0.00148158586611, 0.000642357455625
530, 0.0016970833979, 0.00148269248323, 0.000645471110891
532, 0.00168668142413, 0.00148371944039, 0.000648574702633
534, 0.0016762094471, 0.00148466688831, 0.00065166808042
536, 0.00166566991943, 0.00148553498774, 0.000654751094709
538, 0.00165506528397, 0.00148632390944, 0.000657823596849
540, 0.00164439797312, 0.00148703383403, 0.000660885439095
542, 0.00163367040824, 0.00148766495196, 0.00066393647461
544, 0.00162288499899, 0.0014882174634, 0.000666976557472
546, 0.00161204414277, 0.00148869157811, 0.000670005542689
548, 0.0016011502241, 0.00148908751544, 0.0006730232862
550, 0.00159020561406, 0.00148940550413, 0.000676029644883
552, 0.00157921266972, 0.0014896457823, 0.000679024476565
554, 0.00156817373358, 0.00148980859732, 0.000682007640027
556, 0.00155709113302, 0.0014898942057, 0.000684978995014
558, 0.0015459671798, 0.00148990287303, 0.000687938402238
560, 0.00153480416952, 0.00148983487386, 0.000690885723388
562, 0.00152360438112, 0.00148969049158, 0.000693820821137
564, 0.00151237007639, 0.00148947001837, 0.000696743559146
566, 0.0015011034995, 0.00148917375506, 0.000699653802074
568, 0.00148980687653, 0.00148880201103, 0.000702551415581
570, 0.00147848241499, 0.00148835510414, 0.000705436266341
572, 0.00146713230344, 0.00148783336057, 0.000708308222039
574, 0.00145575871099, 0.00148723711477, 0.000711167151386
576, 0.00144436378696, 0.00148656670934, 0.00071401292412
578, 0.0014329496604, 0.00148582249487, 0.000716845411015
580, 0.00142151843976, 0.00148500482993, 0.000719664483885
582, 0.0014100722125, 0.00148411408087, 0.00072247001559
584, 0.00139861304471, 0.00148315062178, 0.000725261880045
586, 0.00138714298077, 0.00148211483432, 0.000728039952221
588, 0.00137566404301, 0.00148100710766, 0.000730804108155
590, 0.00136417823138, 0.00147982783836, 0.000733554224953
592, 0.00135268752313, 0.00147857743022, 0.000736290180795
594, 0.00134119387255, 0.00147725629421, 0.000739011854944
596, 0.00132969921063, 0.00147586484836, 0.000741719127745
598, 0.0013182054448, 0.0014744035176, 0.000744411880638
600, 0.00130671445867, 0.0014728727337, 0.000747089996157
602, 0.0012952281118, 0.00147127293512, 0.000749753357938
604, 0.00128374823943, 0.00146960456691, 0.00075240185072
606, 0.00127227665224, 0.0014678680806, 0.000755035360357
608, 0.00126081513618, 0.00146606393408, 0.000757653773815
610, 0.00124936545225, 0.00146419259146, 0.000760256979182
612, 0.00123792933629, 0.001462254523, 0.00076284486567
614, 0.0012265084988, 0.00146025020497, 0.000765417323619
616, 0.00121510462483, 0.00145818011951, 0.000767974244503
618, 0.00120371937373, 0.00145604475455, 0.000770515520934
620, 0.00119235437908, 0.00145384460369, 0.000773041046664
622, 0.00118101124852, 0.00145158016606, 0.000775550716592
624, 0.00116969156365, 0.00144925194621, 0.000778044426764
626, 0.0011583968799, 0.00144686045399, 0.000780522074382
628, 0.00114712872643, 0.00144440620447, 0.000782983557804
630, 0.00113588860607, 0.00144188971775, 0.000785428776547
632, 0.00112467799518, 0.00143931151891, 0.000787857631294
634, 0.00111349834366, 0.00143667213786, 0.000790270023896
636, 0.00110235107484, 0.00143397210921, 0.000792665857371
638, 0.00109123758544, 0.00143121197219, 0.000795045035915
640, 0.00108015924554, 0.0014283922705, 0.000797407464899
642, 0.00106911739856, 0.0014255135522, 0.000799753050874
644, 0.00105811336123, 0.0014225763696, 0.000802081701576
646, 0.00104714842359, 0.00141958127912, 0.000804393325925
648, 0.00103622384899, 0.00141652884121, 0.00080668783403
650, 0.0010253408741, 0.00141341962021, 0.000808965137191
652, 0.00101450070895, 0.00141025418421, 0.000811225147901
654, 0.00100370453693, 0.00140703310498, 0.000813467779852
656, 0.000992953514831, 0.00140375695782, 0.000815692947932
658, 0.000982248772937, 0.00140042632145, 0.000817900568229
660, 0.000971591415031, 0.0013970417779, 0.000820090558036
662, 0.000960982518487, 0.0013936039124, 0.00082226283585
664, 0.000950423134336, 0.00139011331324, 0.000824417321375
666, 0.000939914287351, 0.00138657057166, 0.000826553935523
668, 0.000929456976136, 0.00138297628176, 0.000828672600417
670, 0.000919052173225, 0.00137933104037, 0.000830773239392
672, 0.000908700825185, 0.00137563544692, 0.000832855776996
674, 0.000898403852733, 0.00137189010335, 0.000834920138992
676, 0.000888162150855, 0.00136809561398, 0.000836966252361
678, 0.000877976588933, 0.00136425258541, 0.000838994045301
680, 0.000867848010883, 0.00136036162639, 0.000841003447226
682, 0.000857777235293, 0.00135642334773, 0.000842994388774
684, 0.000847765055573, 0.00135243836216, 0.000844966801802
686, 0.000837812240114, 0.00134840728425, 0.000846920619388
688, 0.00082791953244, 0.00134433073028, 0.000848855775834
690, 0.000818087651388, 0.00134020931813, 0.000850772206665
692, 0.00080831729127, 0.00133604366719, 0.000852669848628
694, 0.00079860912206, 0.00133183439822, 0.000854548639697
696, 0.000788963789578, 0.00132758213327, 0.000856408519069
698, 0.000779381915676, 0.00132328749554, 0.000858249427165
700, 0.00076986409844, 0.00131895110932, 0.000860071305634
702, 0.000760410912389, 0.00131457359984, 0.000861874097348
704, 0.00075102290868, 0.00131015559319, 0.000863657746406
706, 0.000741700615319, 0.0013056977162, 0.000865422198132
708, 0.000732444537379, 0.00130120059635, 0.000867167399073
710, 0.000723255157218, 0.00129666486165, 0.000868893297003
712, 0.000714132934705, 0.00129209114057, 0.000870599840921
714, 0.000705078307446, 0.00128748006188, 0.000872286981048
716, 0.000696091691021, 0.00128283225462, 0.000873954668831
718, 0.000687173479217, 0.00127814834793, 0.000875602856938
720, 0.000678324044267, 0.00127342897101, 0.000877231499261
722, 0.000669543737099, 0.00126867475298, 0.000878840550912
724, 0.000660832887579, 0.00126388632282, 0.000880429968223
726, 0.000652191804761, 0.00125906430922, 0.000881999708749
728, 0.000643620777142, 0.00125420934053, 0.00088354973126
730, 0.000635120072918, 0.00124932204467, 0.000885079995744
732, 0.000626689940241, 0.00124440304898, 0.000886590463408
734, 0.000618330607484, 0.00123945298018, 0.00088808109667
736, 0.0006100422835, 0.00123447246426, 0.000889551859164
738, 0.000601825157894, 0.00122946212639, 0.000891002715734
740, 0.000593679401284, 0.00122442259083, 0.000892433632437
742, 0.000585605165578, 0.00121935448082, 0.000893844576537
744, 0.000577602584244, 0.00121425841853, 0.000895235516504
746, 0.000569671772581, 0.00120913502495, 0.000896606422014
748, 0.000561812827996, 0.00120398491978, 0.000897957263947
750, 0.000554025830284, 0.00119880872141, 0.000899288014384
752, 0.000546310841901, 0.00119360704677, 0.000900598646603
754, 0.000538667908245, 0.00118838051126, 0.00090188913508
756, 0.000531097057936, 0.0011831297287, 0.000903159455487
758, 0.0005235983031, 0.00117785531123, 0.000904409584687
760, 0.000516171639644, 0.0011725578692, 0.000905639500733
762, 0.000508817047545, 0.00116723801113, 0.000906849182864
764, 0.00050153449113, 0.00116189634363, 0.000908038611506
766, 0.000494323919359, 0.00115653347129, 0.000909207768265
768, 0.000487185266106, 0.00115114999664, 0.000910356635929
770, 0.000480118450451, 0.00114574652004, 0.000911485198459
772, 0.000473123376952, 0.00114032363964, 0.000912593440992
774, 0.000466199935938, 0.00113488195128, 0.000913681349835
776, 0.000459348003787, 0.00112942204845, 0.000914748912464
778, 0.000452567443212, 0.00112394452216, 0.000915796117515
780, 0.000445858103539, 0.00111844996093, 0.00091682295479
782, 0.000439219820994, 0.00111293895071, 0.000917829415247
784, 0.000432652418982, 0.00110741207478, 0.000918815490999
786, 0.000426155708367, 0.00110186991372, 0.000919781175308
788, 0.000419729487752, 0.0010963130453, 0.000920726462586
790, 0.000413373543759, 0.00109074204447, 0.000921651348388
792, 0.000407087651304, 0.00108515748328, 0.00092255582941
794, 0.000400871573876, 0.00107955993077, 0.000923439903485
796, 0.000394725063813, 0.00107394995299, 0.000924303569576
798, 0.000388647862572, 0.00106832811286, 0.000925146827778
800, 0.000382639701006, 0.00106269497017, 0.00092596967931
802, 0.000376700299632, 0.00105705108149, 0.000926772126512
804, 0.000370829368902, 0.00105139700014, 0.00092755417284
806, 0.000365026609474, 0.00104573327611, 0.000928315822864
808, 0.000359291712469, 0.00104006045599, 0.000929057082262
810, 0.000353624359748, 0.00103437908298, 0.000929777957816
812, 0.000348024224164, 0.00102868969677, 0.000930478457408
814, 0.000342490969828, 0.00102299283354, 0.000931158590015
816, 0.000337024252366, 0.00101728902586, 0.000931818365707
818, 0.000331623719178, 0.0010115788027, 0.000932457795638
820, 0.000326289009688, 0.00100586268931, 0.000933076892044
822, 0.000321019755601, 0.00100014120727, 0.000933675668239
824, 0.00031581558115, 0.000994414874336, 0.00093425413861
826, 0.000310676103344, 0.000988684204482, 0.00093481231861
828, 0.000305600932217, 0.000982949707811, 0.000935350224755
830, 0.000300589671065, 0.000977211890528, 0.00093586787462
832, 0.000295641916692, 0.000971471254898, 0.000936365286832
834, 0.000290757259645, 0.000965728299204, 0.000936842481064
836, 0.00028593528445, 0.000959983517709, 0.000937299478035
838, 0.000281175569846, 0.000954237400619, 0.000937736299498
840, 0.000276477689016, 0.000948490434046, 0.000938152968241
842, 0.000271841209812, 0.000942743099973, 0.000938549508078
844, 0.000267265694979, 0.00093699587622, 0.000938925943844
846, 0.000262750702385, 0.000931249236409, 0.00093928230139
848, 0.000258295785231, 0.000925503649934, 0.00093961860758
850, 0.000253900492271, 0.000919759581928, 0.00093993489028
852, 0.00024956436803, 0.000914017493237, 0.000940231178359
854, 0.000245286953009, 0.000908277840384, 0.000940507501677
856, 0.000241067783895, 0.000902541075549, 0.000940763891084
858, 0.000236906393769, 0.000896807646536, 0.000941000378414
860, 0.000232802312302, 0.00089107799675, 0.000941216996475
862, 0.000228755065963, 0.000885352565175, 0.000941413779048
864, 0.000224764178206, 0.000879631786344, 0.00094159076088
866, 0.00022082916967, 0.000873916090322, 0.000941747977676
868, 0.000216949558366, 0.000868205902682, 0.000941885466094
870, 0.000213124859867, 0.000862501644485, 0.000942003263741
872, 0.000209354587489, 0.000856803732261, 0.000942101409165
874, 0.000205638252474, 0.000851112577988, 0.000942179941847
876, 0.000201975364169, 0.000845428589078, 0.000942238902201
878, 0.000198365430199, 0.000839752168359, 0.00094227833156
880, 0.000194807956641, 0.000834083714059, 0.000942298272176
882, 0.000191302448192, 0.000828423619793, 0.000942298767212
884, 0.000187848408336, 0.000822772274547, 0.000942279860733
886, 0.000184445339506, 0.000817130062667, 0.000942241597703
888, 0.000181092743243, 0.000811497363849, 0.000942184023977
890, 0.000177790120355, 0.000805874553125, 0.000942107186295
892, 0.00017453697107, 0.000800262000856, 0.000942011132275
894, 0.000171332795184, 0.000794660072722, 0.000941895910408
896, 0.000168177092214, 0.000789069129714, 0.000941761570049
898, 0.000165069361536, 0.000783489528128, 0.000941608161412
900, 0.000162009102534, 0.000777921619559, 0.000941435735564
902, 0.000158995814731, 0.000772365750895, 0.000941244344416
904, 0.000156028997931, 0.000766822264313, 0.000941034040719
906, 0.000153108152346, 0.000761291497276, 0.000940804878056
908, 0.000150232778729, 0.000755773782532, 0.000940556910834
910, 0.000147402378503, 0.00075026944811, 0.00094029019428
912, 0.000144616453876, 0.00074477881732, 0.000940004784431
914, 0.000141874507971, 0.000739302208755, 0.00093970073813
916, 0.000139176044938, 0.000733839936289, 0.000939378113018
918, 0.000136520570072, 0.00072839230908, 0.000939036967524
920, 0.000133907589923, 0.000722959631577, 0.000938677360865
922, 0.000131336612405, 0.000717542203514, 0.000938299353032
924, 0.000128807146903, 0.000712140319924, 0.000937903004788
926, 0.000126318704379, 0.000706754271138, 0.000937488377657
928, 0.000123870797466, 0.000701384342793, 0.00093705553392
930, 0.000121462940573, 0.000696030815839, 0.000936604536607
932, 0.000119094649975, 0.000690693966546, 0.000936135449488
934, 0.000116765443909, 0.000685374066509, 0.000935648337069
936, 0.00011447484266, 0.000680071382665, 0.000935143264583
938, 0.000112222368652, 0.000674786177292, 0.000934620297983
940, 0.000110007546528, 0.000669518708029, 0.000934079503934
942, 0.000107829903235, 0.000664269227881, 0.000933520949808
944, 0.000105688968102, 0.000659037985231, 0.000932944703675
946, 0.000103584272917, 0.000653825223858, 0.000932350834295
948, 0.000101515351998, 0.000648631182943, 0.000931739411114
950, 9.94817422697e-05, 0.000643456097086, 0.000931110504253
952, 9.74829833277e-05, 0.000638300196323, 0.000930464184502
954, 9.55186175076e-05, 0.000633163706136, 0.000929800523314
956, 9.35881899481e-05, 0.000628046847472, 0.000929119592795
958, 9.16912486531e-05, 0.000622949836759, 0.0009284214657
960, 8.98273445508e-05, 0.000617872885923, 0.000927706215422
962, 8.79960315507e-05, 0.000612816202404, 0.000926973915987
964, 8.61968665983e-05, 0.000607779989178, 0.000926224642045
966, 8.44294097274e-05, 0.000602764444769, 0.000925458468866
968, 8.26932241106e-05, 0.000597769763277, 0.000924675472326
970, 8.09878761069e-05, 0.000592796134392, 0.000923875728908
972, 7.93129353078e-05, 0.000587843743414, 0.000923059315686
974, 7.76679745806e-05, 0.00058291277128, 0.000922226310323
976, 7.60525701105e-05, 0.000578003394578, 0.000921376791064
978, 7.44663014395e-05, 0.000573115785576, 0.000920510836724
980, 7.29087515043e-05, 0.000568250112238, 0.000919628526684
982, 7.13795066713e-05, 0.000563406538252, 0.000918729940883
984, 6.98781567707e-05, 0.000558585223053, 0.000917815159808
986, 6.84042951272e-05, 0.000553786321844, 0.000916884264492
988, 6.69575185905e-05, 0.000549009985624, 0.0009159373365
990, 6.55374275625e-05, 0.000544256361212, 0.000914974457925
992, 6.41436260231e-05, 0.000539525591269, 0.000913995711381
994, 6.27757215551e-05, 0.000534817814331, 0.000913001179993
996, 6.14333253655e-05, 0.000530133164829, 0.000911990947391
998, 6.0116052307e-05, 0.000525471773118, 0.000910965097703
1000, 5.88235208965e-05, 0.000520833765503, 0.000909923715545
1002, 5.75553533323e-05, 0.00051621926427, 0.000908866886018
1004, 5.63111755099e-05, 0.00051162838771, 0.000907794694695
1006, 5.50906170359e-05, 0.000507061250149, 0.000906707227616
1008, 5.38933112404e-05, 0.000502517961975, 0.000905604571281
1010, 5.27188951882e-05, 0.000497998629671, 0.000904486812643
1012, 5.15670096878e-05, 0.00049350335584, 0.000903354039098
1014, 5.04372992996e-05, 0.000489032239236, 0.000902206338478
1016, 4.93294123424e-05, 0.000484585374796, 0.000901043799047
1018, 4.82430008984e-05, 0.000480162853668, 0.000899866509486
1020, 4.71777208169e-05, 0.000475764763241, 0.000898674558896
1022, 4.61332317169e-05, 0.000471391187178, 0.00089746803678
1024, 4.51091969881e-05, 0.000467042205448, 0.000896247033041
1026, 4.41052837907e-05, 0.000462717894353, 0.000895011637976
1028, 4.31211630537e-05, 0.000458418326566, 0.000893761942262
1030, 4.21565094729e-05, 0.000454143571156, 0.000892498036956
1032, 4.12110015066e-05, 0.000449893693626, 0.000891220013483
1034, 4.02843213708e-05, 0.000445668755943, 0.000889927963629
1036, 3.93761550329e-05, 0.00044146881657, 0.000888621979533
1038, 3.8486192205e-05, 0.000437293930501, 0.000887302153683
1040, 3.76141263352e-05, 0.000433144149293, 0.000885968578905
1042, 3.67596545986e-05, 0.000429019521098, 0.000884621348356
1044, 3.5922477887e-05, 0.000424920090698, 0.000883260555518
1046, 3.51023007978e-05, 0.000420845899539, 0.000881886294191
1048, 3.42988316216e-05, 0.000416796985765, 0.000880498658481
1050, 3.35117823291e-05, 0.00041277338425, 0.000879097742799
1052, 3.27408685577e-05, 0.000408775126634, 0.000877683641849
1054, 3.19858095959e-05, 0.000404802241355, 0.000876256450624
1056, 3.12463283682e-05, 0.000400854753689, 0.000874816264395
1058, 3.05221514187e-05, 0.000396932685777, 0.000873363178707
1060, 2.98130088933e-05, 0.000393036056664, 0.000871897289369
1062, 2.91186345225e-05, 0.000389164882336, 0.000870418692449
1064, 2.84387656021e-05, 0.000385319175748, 0.000868927484264
1066, 2.77731429744e-05, 0.000381498946865, 0.000867423761376
1068, 2.71215110075e-05, 0.000377704202696, 0.000865907620583
1070, 2.64836175752e-05, 0.000373934947326, 0.000864379158911
1072, 2.58592140352e-05, 0.000370191181956, 0.000862838473608
1074, 2.52480552077e-05, 0.000366472904932, 0.000861285662137
1076, 2.46498993524e-05, 0.000362780111788, 0.000859720822168
1078, 2.40645081459e-05, 0.000359112795273, 0.00085814405157
1080, 2.34916466579e-05, 0.000355470945395, 0.000856555448406
1082, 2.29310833272e-05, 0.00035185454945, 0.000854955110925
1084, 2.23825899372e-05, 0.000348263592058, 0.000853343137556
1086, 2.18459415907e-05, 0.000344698055202, 0.000851719626896
