velocity, planck_3000, planck_4000, planck_5000
4.67e-06, 29891083383.3, 46185030074.5, 62909198701.7
4.68e-06, 29674447069.3, 45834057335.7, 62418520168.4
4.69e-06, 29459746600.9, 45486392549.4, 61932599469.9
4.7e-06, 29246961544.2, 45141998617.4, 61451381563.1
4.71e-06, 29036071712.0, 44800838922.5, 60974812143.3
4.72e-06, 28827057161.1, 44462877321.4, 60502837633.0
4.73e-06, 28619898188.8, 44128078137.7, 60035405170.9
4.74e-06, 28414575329.2, 43796406155.1, 59572462600.7
4.75e-06, 28211069350.7, 43467826610.6, 59113958460.9
4.76e-06, 28009361252.3, 43142305188.1, 58659841973.9
4.77e-06, 27809432261.0, 42819808011.9, 58210063036.0
4.78e-06, 27611263828.2, 42500301640.0, 57764572207.0
4.79e-06, 27414837627.1, 42183753058.0, 57323320700.2
4.8e-06, 27220135549.6, 41870129673.2, 56886260372.8
4.81e-06, 27027139703.5, 41559399308.0, 56453343716.1
4.82e-06, 26835832409.3, 41251530194.1, 56024523846.1
4.83e-06, 26646196197.7, 40946490966.9, 55599754494.0
4.84e-06, 26458213806.6, 40644250659.2, 55178989997.2
4.85e-06, 26271868178.5, 40344778695.8, 54762185290.3
4.86e-06, 26087142457.7, 40048044888.0, 54349295896.1
4.87e-06, 25904019987.5, 39754019427.7, 53940277916.8
4.88e-06, 25722484308.0, 39462672882.3, 53535088025.9
4.89e-06, 25542519152.8, 39173976189.1, 53133683459.1
4.9e-06, 25364108447.3, 38887900650.1, 52736022006.4
4.91e-06, 25187236305.3, 38604417927.2, 52342062003.8
4.92e-06, 25011887027.1, 38323500036.4, 51951762325.7
4.93e-06, 24838045097.1, 38045119343.2, 51565082376.1
4.94e-06, 24665695180.8, 37769248557.7, 51181982081.7
4.95e-06, 24494822122.9, 37495860729.6, 50802421884.0
4.96e-06, 24325410945.2, 37224929243.5, 50426362731.5
4.97e-06, 24157446843.4, 36956427814.0, 50053766072.6
4.98e-06, 23990915185.6, 36690330481.3, 49684593848.5
4.99e-06, 23825801510.0, 36426611606.4, 49318808485.4
5e-06, 23662091522.2, 36165245867.1, 48956372888.3
5.01e-06, 23499771093.4, 35906208252.7, 48597250433.4
5.02e-06, 23338826258.2, 35649474060.5, 48241404961.7
5.03e-06, 23179243212.5, 35395018891.2, 47888800771.9
5.04e-06, 23021008311.3, 35142818644.3, 47539402614.4
5.05e-06, 22864108066.7, 34892849514.7, 47193175684.2
5.06e-06, 22708529145.8, 34645087987.9, 46850085615.0
5.07e-06, 22554258368.8, 34399510836.5, 46510098472.6
5.08e-06, 22401282707.1, 34156095115.9, 46173180748.9
5.09e-06, 22249589281.2, 33914818160.5, 45839299355.6
5.1e-06, 22099165358.7, 33675657579.9, 45508421618.6
5.11e-06, 21949998352.6, 33438591254.9, 45180515271.7
5.12e-06, 21802075819.5, 33203597334.3, 44855548451.2
5.13e-06, 21655385457.6, 32970654230.5, 44533489689.7
5.14e-06, 21509915104.8, 32739740616.5, 44214307911.2
5.15e-06, 21365652737.0, 32510835422.0, 43897972424.7
5.16e-06, 21222586466.7, 32283917830.0, 43584452919.5
5.17e-06, 21080704540.7, 32058967273.4, 43273719459.7
5.18e-06, 20939995338.6, 31835963431.6, 42965742478.4
5.19e-06, 20800447371.3, 31614886226.9, 42660492773.3
5.2e-06, 20662049279.0, 31395715821.6, 42357941501.0
5.21e-06, 20524789829.9, 31178432614.4, 42058060172.4
5.22e-06, 20388657918.5, 30963017237.4, 41760820647.5
5.23e-06, 20253642563.6, 30749450553.0, 41466195130.5
5.24e-06, 20119732907.4, 30537713650.6, 41174156165.2
5.25e-06, 19986918213.4, 30327787843.8, 40884676630.2
5.26e-06, 19855187865.2, 30119654666.9, 40597729734.2
5.27e-06, 19724531364.7, 29913295872.7, 40313289011.6
5.28e-06, 19594938330.9, 29708693428.8, 40031328317.7
5.29e-06, 19466398498.5, 29505829515.3, 39751821824.6
5.3e-06, 19338901715.8, 29304686521.7, 39474744016.8
5.31e-06, 19212437944.1, 29105247044.1, 39200069686.5
5.32e-06, 19086997256.0, 28907493882.4, 38927773929.8
5.33e-06, 18962569833.6, 28711410038.0, 38657832142.6
5.34e-06, 18839145967.8, 28516978710.5, 38390220016.2
5.35e-06, 18716716056.4, 28324183295.5, 38124913533.2
5.36e-06, 18595270603.2, 28133007382.0, 37861888963.9
5.37e-06, 18474800216.3, 27943434749.7, 37601122862.1
5.38e-06, 18355295607.2, 27755449366.4, 37342592061.5
5.39e-06, 18236747589.2, 27569035385.8, 37086273671.4
5.4e-06, 18119147076.2, 27384177145.0, 36832145073.7
5.41e-06, 18002485081.5, 27200859161.7, 36580183918.6
5.42e-06, 17886752716.8, 27019066132.4, 36330368121.2
5.43e-06, 17771941190.6, 26838782929.7, 36082675857.9
5.44e-06, 17658041807.3, 26659994600.2, 35837085563.0
5.45e-06, 17545045965.8, 26482686361.9, 35593575925.2
5.46e-06, 17432945158.5, 26306843602.5, 35352125883.8
5.47e-06, 17321730970.1, 26132451876.7, 35112714626.2
5.48e-06, 17211395076.5, 25959496904.3, 34875321583.5
5.49e-06, 17101929243.8, 25787964567.8, 34639926428.3
5.5e-06, 16993325326.7, 25617840910.8, 34406509070.5
5.51e-06, 16885575268.3, 25449112135.4, 34175049655.1
5.52e-06, 16778671098.0, 25281764600.3, 33945528558.3
5.53e-06, 16672604931.4, 25115784819.0, 33717926384.8
5.54e-06, 16567368968.5, 24951159457.5, 33492223964.8
5.55e-06, 16462955493.1, 24787875332.5, 33268402350.8
5.56e-06, 16359356871.9, 24625919409.5, 33046442814.9
5.57e-06, 16256565552.9, 24465278800.8, 32826326845.7
5.58e-06, 16154574065.1, 24305940763.8, 32608036145.8
5.59e-06, 16053375017.2, 24147892698.8, 32391552628.4
5.6e-06, 15952961096.4, 23991122147.5, 32176858415.0
5.61e-06, 15853325068.0, 23835616791.2, 31963935832.8
5.62e-06, 15754459774.1, 23681364448.7, 31752767411.4
5.63e-06, 15656358132.8, 23528353074.9, 31543335880.8
5.64e-06, 15559013137.2, 23376570758.9, 31335624168.3
5.65e-06, 15462417854.6, 23226005722.5, 31129615396.3
5.66e-06, 15366565425.5, 23076646318.1, 30925292879.5
5.67e-06, 15271449062.9, 22928481027.6, 30722640122.7
5.68e-06, 15177062051.3, 22781498460.3, 30521640817.8
5.69e-06, 15083397745.9, 22635687351.6, 30322278842.1
5.7e-06, 14990449571.6, 22491036561.3, 30124538255.3
5.71e-06, 14898211022.5, 22347535072.0, 29928403297.6
5.72e-06, 14806675661.0, 22205171987.6, 29733858386.9
5.73e-06, 14715837116.5, 22063936531.9, 29540888117.0
5.74e-06, 14625689085.4, 21923818046.9, 29349477255.1
5.75e-06, 14536225329.6, 21784805991.4, 29159610739.5
5.76e-06, 14447439676.4, 21646889939.8, 28971273677.6
5.77e-06, 14359326016.9, 21510059580.1, 28784451343.7
5.78e-06, 14271878306.2, 21374304713.0, 28599129176.6
5.79e-06, 14185090561.8, 21239615250.3, 28415292778.0
5.8e-06, 14098956863.4, 21105981213.7, 28232927910.0
5.81e-06, 14013471351.9, 20973392733.0, 28052020493.4
5.82e-06, 13928628229.1, 20841840045.4, 27872556605.4
5.83e-06, 13844421756.2, 20711313493.4, 27694522477.6
5.84e-06, 13760846254.0, 20581803524.5, 27517904494.5
5.85e-06, 13677896101.6, 20453300688.8, 27342689191.1
5.86e-06, 13595565735.8, 20325795638.7, 27168863251.0
5.87e-06, 13513849650.9, 20199279127.0, 26996413505.1
5.88e-06, 13432742397.4, 20073742006.1, 26825326928.9
5.89e-06, 13352238581.6, 19949175226.5, 26655590641.5
5.9e-06, 13272332865.2, 19825569835.6, 26487191903.3
5.91e-06, 13193019964.3, 19702916976.8, 26320118114.2
5.92e-06, 13114294648.8, 19581207888.1, 26154356812.3
5.93e-06, 13036151742.1, 19460433900.9, 25989895671.8
5.94e-06, 12958586120.2, 19340586439.2, 25826722501.4
5.95e-06, 12881592711.2, 19221657018.0, 25664825242.7
5.96e-06, 12805166494.6, 19103637242.6, 25504191968.4
5.97e-06, 12729302500.8, 18986518807.3, 25344810880.8
5.98e-06, 12653995810.5, 18870293494.5, 25186670310.4
5.99e-06, 12579241554.2, 18754953173.3, 25029758713.6
6e-06, 12505034911.5, 18640489799.0, 24874064672.2
6.01e-06, 12431371110.5, 18526895411.4, 24719576890.9
6.02e-06, 12358245427.5, 18414162134.5, 24566284196.2
6.03e-06, 12285653186.3, 18302282174.8, 24414175535.2
6.04e-06, 12213589757.6, 18191247821.0, 24263239973.5
6.05e-06, 12142050558.3, 18081051442.3, 24113466694.2
6.06e-06, 12071031051.6, 17971685488.0, 23964844996.2
6.07e-06, 12000526745.8, 17863142486.4, 23817364293.1
6.08e-06, 11930533194.2, 17755415043.6, 23671014111.4
6.09e-06, 11861045994.3, 17648495843.1, 23525784089.5
6.1e-06, 11792060787.7, 17542377644.3, 23381663976.1
6.11e-06, 11723573259.1, 17437053282.1, 23238643629.1
6.12e-06, 11655579136.2, 17332515665.5, 23096713013.8
6.13e-06, 11588074189.1, 17228757777.2, 22955862202.3
6.14e-06, 11521054229.8, 17125772672.7, 22816081371.5
6.15e-06, 11454515111.8, 17023553478.9, 22677360802.4
6.16e-06, 11388452729.4, 16922093393.9, 22539690878.6
6.17e-06, 11322863017.7, 16821385685.9, 22403062084.8
6.18e-06, 11257741951.7, 16721423692.3, 22267465006.4
6.19e-06, 11193085545.9, 16622200819.1, 22132890327.2
6.2e-06, 11128889854.3, 16523710539.8, 21999328829.1
6.21e-06, 11065150969.4, 16425946395.0, 21866771390.6
6.22e-06, 11001865022.1, 16328901991.3, 21735208985.6
6.23e-06, 10939028181.1, 16232571000.5, 21604632682.3
6.24e-06, 10876636652.9, 16136947159.3, 21475033642.1
6.25e-06, 10814686680.6, 16042024268.0, 21346403118.6
6.26e-06, 10753174544.3, 15947796190.1, 21218732456.3
6.27e-06, 10692096560.2, 15854256851.3, 21092013089.7
6.28e-06, 10631449080.2, 15761400239.2, 20966236542.1
6.29e-06, 10571228492.0, 15669220402.1, 20841394424.5
6.3e-06, 10511431218.1, 15577711448.7, 20717478434.9
6.31e-06, 10452053715.6, 15486867547.1, 20594480357.0
6.32e-06, 10393092476.2, 15396682924.3, 20472392059.0
6.33e-06, 10334544025.3, 15307151865.5, 20351205493.2
6.34e-06, 10276404921.9, 15218268713.5, 20230912694.5
6.35e-06, 10218671758.2, 15130027867.8, 20111505779.5
6.36e-06, 10161341159.1, 15042423784.1, 19992976945.8
6.37e-06, 10104409782.1, 14955450973.8, 19875318470.8
6.38e-06, 10047874316.7, 14869104003.1, 19758522711.0
6.39e-06, 9991731484.35, 14783377492.6, 19642582100.7
6.4e-06, 9935978037.69, 14698266116.5, 19527489151.5
6.41e-06, 9880610760.53, 14613764602.1, 19413236451.3
6.42e-06, 9825626467.42, 14529867729.3, 19299816663.2
6.43e-06, 9771022003.27, 14446570329.7, 19187222525.0
6.44e-06, 9716794243.12, 14363867286.2, 19075446847.8
6.45e-06, 9662940091.72, 14281753532.7, 18964482515.9
6.46e-06, 9609456483.25, 14200224052.8, 18854322485.0
6.47e-06, 9556340381.02, 14119273880.1, 18744959782.5
6.48e-06, 9503588777.13, 14038898097.0, 18636387505.5
6.49e-06, 9451198692.17, 13959091834.4, 18528598821.2
6.5e-06, 9399167174.91, 13879850271.1, 18421586964.9
6.51e-06, 9347491302.0, 13801168633.3, 18315345240.1
6.52e-06, 9296168177.68, 13723042194.3, 18209867017.6
6.53e-06, 9245194933.47, 13645466273.3, 18105145734.1
6.54e-06, 9194568727.9, 13568436235.8, 18001174892.2
6.55e-06, 9144286746.2, 13491947492.2, 17897948059.3
6.56e-06, 9094346200.03, 13415995498.0, 17795458867.0
6.57e-06, 9044744327.19, 13340575752.8, 17693701010.1
6.58e-06, 8995478391.34, 13265683800.3, 17592668246.2
6.59e-06, 8946545681.75, 13191315227.1, 17492354394.8
6.6e-06, 8897943512.98, 13117465663.1, 17392753336.8
6.61e-06, 8849669224.68, 13044130780.4, 17293859013.5
6.62e-06, 8801720181.26, 12971306292.9, 17195665426.0
6.63e-06, 8754093771.68, 12898987956.2, 17098166635.0
6.64e-06, 8706787409.13, 12827171566.7, 17001356759.4
6.65e-06, 8659798530.84, 12755852961.3, 16905229976.0
6.66e-06, 8613124597.81, 12685028017.3, 16809780519.1
6.67e-06, 8566763094.51, 12614692651.4, 16715002679.3
6.68e-06, 8520711528.72, 12544842819.5, 16620890803.3
6.69e-06, 8474967431.19, 12475474516.6, 16527439293.2
6.7e-06, 8429528355.5, 12406583775.7, 16434642605.7
6.71e-06, 8384391877.72, 12338166668.0, 16342495251.7
6.72e-06, 8339555596.25, 12270219302.2, 16250991795.5
6.73e-06, 8295017131.58, 12202737824.2, 16160126854.6
6.74e-06, 8250774126.0, 12135718416.4, 16069895098.4
6.75e-06, 8206824243.44, 12069157297.8, 15980291248.4
6.76e-06, 8163165169.22, 12003050723.1, 15891310077.2
6.77e-06, 8119794609.82, 11937394982.8, 15802946407.9
6.78e-06, 8076710292.68, 11872186402.5, 15715195113.8
6.79e-06, 8033909965.97, 11807421342.4, 15628051117.6
6.8e-06, 7991391398.35, 11743096197.3, 15541509390.9
6.81e-06, 7949152378.82, 11679207396.0, 15455564954.0
6.82e-06, 7907190716.46, 11615751401.1, 15370212874.8
6.83e-06, 7865504240.25, 11552724708.2, 15285448268.7
6.84e-06, 7824090798.83, 11490123846.2, 15201266297.9
6.85e-06, 7782948260.35, 11427945376.5, 15117662171.1
6.86e-06, 7742074512.22, 11366185892.6, 15034631142.4
6.87e-06, 7701467460.95, 11304842020.1, 14952168511.8
6.88e-06, 7661125031.92, 11243910416.1, 14870269623.7
6.89e-06, 7621045169.23, 11183387769.0, 14788929867.1
6.9e-06, 7581225835.46, 11123270798.0, 14708144674.8
6.91e-06, 7541665011.51, 11063556253.0, 14627909522.8
6.92e-06, 7502360696.43, 11004240914.0, 14548219930.3
6.93e-06, 7463310907.18, 10945321591.1, 14469071458.9
6.94e-06, 7424513678.51, 10886795124.0, 14390459712.1
6.95e-06, 7385967062.74, 10828658381.6, 14312380335.0
6.96e-06, 7347669129.58, 10770908261.8, 14234829013.9
6.97e-06, 7309617965.99, 10713541691.2, 14157801475.5
6.98e-06, 7271811675.96, 10656555624.9, 14081293487.0
6.99e-06, 7234248380.38, 10599947046.0, 14005300855.2
7e-06, 7196926216.83, 10543712965.4, 13929819426.5
7.01e-06, 7159843339.44, 10487850421.5, 13854845085.9
7.02e-06, 7122997918.72, 10432356479.9, 13780373757.2
7.03e-06, 7086388141.37, 10377228233.2, 13706401402.2
7.04e-06, 7050012210.16, 10322462800.5, 13632924020.5
7.05e-06, 7013868343.72, 10268057327.5, 13559937649.0
7.06e-06, 6977954776.42, 10214008985.7, 13487438361.3
7.07e-06, 6942269758.2, 10160314972.8, 13415422267.8
7.08e-06, 6906811554.4, 10106972511.6, 13343885514.8
7.09e-06, 6871578445.64, 10053978850.6, 13272824284.7
7.1e-06, 6836568727.63, 10001331263.2, 13202234794.8
7.11e-06, 6801780711.04, 9949027047.38, 13132113297.8
7.12e-06, 6767212721.33, 9897063525.9, 13062456080.9
7.13e-06, 6732863098.65, 9845438045.64, 12993259465.4
7.14e-06, 6698730197.64, 9794147977.52, 12924519806.7
7.15e-06, 6664812387.33, 9743190716.22, 12856233493.7
7.16e-06, 6631108050.95, 9692563679.94, 12788396948.6
7.17e-06, 6597615585.84, 9642264310.15, 12721006626.3
7.18e-06, 6564333403.28, 9592290071.38, 12654059014.1
7.19e-06, 6531259928.36, 9542638450.93, 12587550631.8
7.2e-06, 6498393599.83, 9493306958.69, 12521478030.8
7.21e-06, 6465732870.01, 9444293126.89, 12455837794.1
7.22e-06, 6433276204.59, 9395594509.85, 12390626535.7
7.23e-06, 6401022082.55, 9347208683.79, 12325840900.7
7.24e-06, 6368968996.01, 9299133246.58, 12261477564.6
7.25e-06, 6337115450.12, 9251365817.56, 12197533232.9
7.26e-06, 6305459962.9, 9203904037.24, 12134004641.5
7.27e-06, 6274001065.12, 9156745567.19, 12070888555.4
7.28e-06, 6242737300.21, 9109888089.75, 12008181769.2
7.29e-06, 6211667224.1, 9063329307.84, 11945881106.2
7.3e-06, 6180789405.11, 9017066944.76, 11883983418.7
7.31e-06, 6150102423.84, 8971098743.99, 11822485587.2
7.32e-06, 6119604873.03, 8925422468.97, 11761384520.2
7.33e-06, 6089295357.46, 8880035902.9, 11700677154.3
7.34e-06, 6059172493.8, 8834936848.55, 11640360453.4
7.35e-06, 6029234910.57, 8790123128.07, 11580431408.7
7.36e-06, 5999481247.93, 8745592582.78, 11520887038.3
7.37e-06, 5969910157.63, 8701343072.97, 11461724387.1
7.38e-06, 5940520302.89, 8657372477.75, 11402940526.4
7.39e-06, 5911310358.27, 8613678694.8, 11344532553.4
7.4e-06, 5882279009.56, 8570259640.26, 11286497591.7
7.41e-06, 5853424953.7, 8527113248.48, 11228832789.9
7.42e-06, 5824746898.66, 8484237471.86, 11171535322.4
7.43e-06, 5796243563.31, 8441630280.7, 11114602388.6
7.44e-06, 5767913677.34, 8399289662.98, 11058031212.5
7.45e-06, 5739755981.17, 8357213624.2, 11001819043.1
7.46e-06, 5711769225.81, 8315400187.21, 10945963153.5
7.47e-06, 5683952172.78, 8273847392.04, 10890460840.9
7.48e-06, 5656303594.0, 8232553295.72, 10835309426.3
7.49e-06, 5628822271.72, 8191515972.12, 10780506254.6
7.5e-06, 5601506998.38, 8150733511.78, 10726048693.8
7.51e-06, 5574356576.53, 8110204021.76, 10671934135.1
7.52e-06, 5547369818.76, 8069925625.45, 10618159992.7
7.53e-06, 5520545547.55, 8029896462.43, 10564723703.4
7.54e-06, 5493882595.23, 7990114688.3, 10511622726.5
7.55e-06, 5467379803.85, 7950578474.53, 10458854543.6
7.56e-06, 5441036025.1, 7911286008.31, 10406416658.1
7.57e-06, 5414850120.23, 7872235492.39, 10354306595.5
7.58e-06, 5388820959.94, 7833425144.91, 10302521902.5
7.59e-06, 5362947424.32, 7794853199.28, 10251060147.6
7.6e-06, 5337228402.72, 7756517904.02, 10199918920.0
7.61e-06, 5311662793.7, 7718417522.6, 10149095830.1
7.62e-06, 5286249504.91, 7680550333.31, 10098588509.1
7.63e-06, 5260987453.04, 7642914629.12, 10048394608.4
7.64e-06, 5235875563.72, 7605508717.51, 9998511800.14
7.65e-06, 5210912771.42, 7568330920.37, 9948937776.28
7.66e-06, 5186098019.39, 7531379573.81, 9899670248.8
7.67e-06, 5161430259.57, 7494653028.09, 9850706949.43
7.68e-06, 5136908452.51, 7458149647.41, 9802045629.4
7.69e-06, 5112531567.28, 7421867809.82, 9753684059.31
7.7e-06, 5088298581.41, 7385805907.08, 9705620028.9
7.71e-06, 5064208480.79, 7349962344.54, 9657851346.87
7.72e-06, 5040260259.6, 7314335540.95, 9610375840.72
7.73e-06, 5016452920.26, 7278923928.42, 9563191356.53
7.74e-06, 4992785473.29, 7243725952.23, 9516295758.8
7.75e-06, 4969256937.3, 7208740070.71, 9469686930.27
7.76e-06, 4945866338.89, 7173964755.15, 9423362771.74
7.77e-06, 4922612712.56, 7139398489.63, 9377321201.89
7.78e-06, 4899495100.65, 7105039770.93, 9331560157.1
7.79e-06, 4876512553.29, 7070887108.4, 9286077591.3
7.8e-06, 4853664128.3, 7036939023.84, 9240871475.79
7.81e-06, 4830948891.1, 7003194051.38, 9195939799.06
7.82e-06, 4808365914.72, 6969650737.35, 9151280566.63
7.83e-06, 4785914279.62, 6936307640.2, 9106891800.91
7.84e-06, 4763593073.72, 6903163330.36, 9062771540.99
7.85e-06, 4741401392.26, 6870216390.11, 9018917842.52
7.86e-06, 4719338337.8, 6837465413.51, 8975328777.54
7.87e-06, 4697403020.09, 6804909006.25, 8932002434.31
7.88e-06, 4675594556.02, 6772545785.57, 8888936917.16
7.89e-06, 4653912069.6, 6740374380.13, 8846130346.36
7.9e-06, 4632354691.83, 6708393429.91, 8803580857.91
7.91e-06, 4610921560.68, 6676601586.1, 8761286603.47
7.92e-06, 4589611821.02, 6644997511.02, 8719245750.14
7.93e-06, 4568424624.54, 6613579877.97, 8677456480.33
7.94e-06, 4547359129.71, 6582347371.16, 8635916991.64
7.95e-06, 4526414501.68, 6551298685.6, 8594625496.71
7.96e-06, 4505589912.28, 6520432527.0, 8553580223.04
7.97e-06, 4484884539.92, 6489747611.65, 8512779412.89
7.98e-06, 4464297569.51, 6459242666.38, 8472221323.13
7.99e-06, 4443828192.47, 6428916428.38, 8431904225.06
8e-06, 4423475606.59, 6398767645.16, 8391826404.37
8.01e-06, 4403239016.04, 6368795074.45, 8351986160.89
8.02e-06, 4383117631.27, 6338997484.08, 8312381808.54
8.03e-06, 4363110668.98, 6309373651.9, 8273011675.16
8.04e-06, 4343217352.04, 6279922365.7, 8233874102.38
